,Cidade,Competências,Descrição_da_empresa,Empresa,Estado,Nome_da_vaga,Termo_pesquisado,Latitude,Longitude
1880,sao paulo,"requisitos:superior completo (arquitetura, engenharia civil e administracao de empresas)experiencia na area e ter atuado no segmento imobiliario.atividades:compra e venda de terrenos e imoveis para incorporacao imobiliaria","somos uma das mais admiradas incorporadoras do setor imobiliário brasileiro e buscamos pessoas que, assim como nós, são apaixonadas por criar soluções inovadoras e proporcionar experiências únicas aos clientes. mais do que empreendimentos, entregamos ética, estética e constante inovação.",cyrela,,analista de desenvolvimento imobiliario / novos negocios,analista de negocios,-23.5506507,-46.6333824
1881,sao paulo,principais atividades:prospeccao de novos agentes autonomos e gestoras;negociacao comercial e criacao de politicas de incentivos financeiros;acompanhamento de mercado/concorrentes;criacao/desenvolvimento de novos negociospre requisitos:excel intermediario / avancadoingles - avancadoexperiencia com corretoras de valores ou contato com agentes autonomos de investimentos.salario a combinar + beneficioslocal de trabalho: itaim bibi/sp,"somos uma das maiores corretoras do mercado, sendo uma plataforma aberta de investimentos com escritórios em todo brasil e com importantes premiações e certificações de qualidade. guiamos nossos clientes, institucionais ou pessoas físicas, nas melhores opções de investimento.agora, junto com a rio bravo investimentos, fazemos parte da fosun, um grande conglomerado chinês que investe no mundo todo, estruturado como uma holding de investimentos. com isso vamos acelerar nossa expansão e investir em tecnologia para construir uma plataforma financeira inovadora.somos multinacionais e comprometidos com o crescimento do brasil.juntos estamos empenhados em dar liberdade e qualidade de escolha em produtos financeiros. juntos aspiramos um país em crescimento, queremos liderar e ser os melhores para merecermos ser os maiores. entregamos segurança e performance para você realizar os seus sonhos.convidamos você a crescer com a gente!",guide investimentos,,analista comercial de novos negocios b2b - expansao,analista de negocios,-23.5506507,-46.6333824
1882,sao paulo,atividades:- levantamento e especificacao de requisitos;- entendimento das regras de negocio;- mapeamento de processos;- realizar reunioes;- execucao de testes funcionais e homologacao dos projetos;- gerenciamento das demandas e dar visao das demandas as areas da empresa.o que esperamos do novo colaborador?- pro-atividade e boa comunicacao- analitico e raciocinio logico- formacao ou cursando areas correlatas a ti- conhecimento em mysql- experiencia em crms- experiencia em produtos web/mobile- conhecimento em scrum- desejavel ter background de desenvolvimento de software,"a mobly é o maior e-commerce de móveis e objetos de decoração, que tem em seu dna a tecnologia e a inovação.buscamos um profissional inquieto, dinâmico e curioso, com vontade de crescer e alcançar novos desafio.",mobly,,analista de negocios de ti - product owner,analista de negocios,-23.5506507,-46.6333824
1883,sao paulo,"descricao das atividades:*         levantamento de requisitos e mapeamento de processos para implantacao de funcionalidades ou desenvolvimento de novas rotinas.*         suporte e atendimento a demandas referente ao sistema totvs linha rm: instalacao, manutencao, homologacao e migracao de novas versoes, patches e releases.*         configuracoes e ajustes de parametros dos modulos do sistema sob demanda.*         criacao e manutencao relatorios: gerador de saidas, reports, planilha.net e cubo.net.*         desenvolvimento de formulas do rm labore.*         desenvolvimento de integracoes contabeis, bancarias, de batidas de ponto e outros sistemas satelites.*         suporte no aplicativo taf da totvs - e-social.requisitos:*         implantacao, parametrizacao, analise, suporte avancado e solucao de problemas relacionados ao rm labore da totvs s/a com foco em folha de pagamento.*         desenvolvimento de relatorios cubos.net e gerador.net linha rm.*         desenvolvimento de procedures, views, triggers, functions, formulas e relatorios*         desenvolvimento avancado em advpl*         desenvolvimento de formulas visuais*         conhecimento em linguagem de consulta estruturada sql.*         conhecimento em integracoes sistemicas",,sm educacao,,analista de negocios totvs rm labore (pj),analista de negocios,-23.5506507,-46.6333824
1884,sao paulo,"sobre a area:a area de projetos especiais atua no desenvolvimento de novas iniciativas focada aos nossos clientes em parceria com as areas da companhia, visando uma melhor experiencia de compra e melhores retornos para a empresa (aumento de faturamento e margem, diminuicao de capex, despesas e capital de giro). transformacao digital e um tema tambem tratado por esta area.principais responsabilidades:- definir e priorizar iniciativas com seu gestor imediato, verificando quais projetos desenvolver para o ano;- realizar pesquisa de mercado e tendencias, obtendo informacoes e insights de novos projetos para a extrafarma;- criar o plano de negocios, verificando processos, prazos, orcamentos e analise de viabilidade;- desenvolver as etapas do plano de negocios, fazendo a interface com as demais areas da companhia (operacoes, ti, recursos humanos, financeiro, entre outros);- implementar solucao, garantindo a operacionalizacao e acompanhando os processos ate que seja enderecado a area especifica.requisitos comportamentais:- organizacao- disciplina- iniciativa- comunicacao (transitar entre areas da companhia)- raciocinio logico- senso de urgenciarequisitos tecnicos:- pacote office (intermediario/avancado)- analise de viabilidade economico-financeira","a extrafarma é uma empresa de varejo farmacêutico pertencente ao grupo ultra. o ultra é um dos maiores grupos empresariais do brasil, composto pela extrafarma, ipiranga, oxiteno, ultracargo e ultragaz.a extrafarma é movida pela vontade de realizar e atender aos desejos e às necessidades de consumo em saúde, beleza, bem-estar e conveniência dos clientes, superando sempre suas expectativas.venha fazer parte da nossa equipe! seja extrafarma!",extrafarma,,analista de projetos especiais (inovacao e novos negocios),analista de negocios,-23.5506507,-46.6333824
1885,sao paulo,"requisitos:experiencia em atendimento nas areas comercial e marketing; analise de p&l; estudos de viabilidade; vivencia com sap; excel e power point avancados.formacao: administracao, economia, contabeis e afins.desejavel experiencia previa em industrias farmaceuticas.atribuicoes:business partner financeiro da area comercial/marketing, sendo responsavel pelo processo de orcamento, forecast e acompanhamento das vendas/despesas, reportes e apresentacoes. bastante senso analitico para acompanhar, discutir e diagnosticar causa raiz de eventuais desvios do planejamento. relatorio de rentabilidade por produto (p&l por produto), criar cenarios financeiros de curto, medio e longo prazo. possuir bom relacionamento e interacao com outras areas (inteligencia de mercado, s&op, custos, contabilidade, administracao de vendas, entre outros).",,uniao quimica,,analista de planejamento financeiro pleno - business partner unidades de negocio,analista de negocios,-23.5506507,-46.6333824
1886,sao paulo,"responsabilidades:criar analises e modelos ad hoc para gerar insights acionaveis   sobre nossas operacoes;ajudar a implementar essas percepcoes;transformar analises ad hoc em paineis automatizados;identificar e propor proativamente solucoes para questoes operacionais;trabalhar em parceria com nossas equipes de engenharia comercial, tecnologia e dados para resolver problemas;treinar e desenvolver estagiarios do google analytics.requisitos:graduacao em ciencia da computacao, engenharia ou economia;proficiencia em linguagens de programacao (python / r e sql);experiencia anterior com analytics / data science em um ambiente profissional;conhecimento de bibliotecas de visualizacao de dados (ggplot2, seaborn);conhecimento de programacao web (html, css, javascript, angularjs);fluencia em ingles ou espanhol.",,consolidar educacao inclusiva nos negocios ltda,,analista de informacoes,analista de negocios,-23.5506507,-46.6333824
1887,sao paulo,"quer fazer parte de um dos maiores times de m&a corporativo do pais e participar de projetos transformacionais?atividades e responsabilidades- elaborar avaliacao economico-financeira de oportunidades de m&a;- elaborar apresentacoes para o c-level;- participar de discussoes sobre a estrategia de crescimento da kroton;- dar suporte em projetos estrategicos com alta exposicao.formacao academica necessaria- graduacao completa em administracao de empresas, economia, contabilidade ou engenharias.conhecimentos especificos- experiencia na area de m&a, pe/vc e novos negocios. experiencia em fusoes e aquisicoes;- conhecimento em financas corporativas, valuation e analises financeiras;- conhecimento avancado em pacote office (excel e power point);- idiomas: ingles avancado.horario de trabalho- horario comercial, de segunda a quinta-feira das 09h00 as 19h00 e sexta-feira, das 09h00 as 18h00.local de atuacao- corporativo sao pauloavenida paulista 1106 - bela vista.esta posicao tambem esta disponivel para pessoas com deficiencia","a kroton é uma empresa brasileira com 50 anos de tradição que se tornou referência mundial no setor da educação pelo valor de mercado e pela quantidade de alunos. inovadora e líder no desenvolvimento e aplicação de tecnologias educacionais, a companhia tem um modelo de negócio abrangente que atende a vários segmentos do ensino no país, desde o maternal até o mestrado e o doutorado profissionais.",kroton educacional,,analista m&a jr/pl,analista de negocios,-23.5506507,-46.6333824
1888,sao paulo,"principais atividades:atuar com automacao de testes em algumas das linguagens a sequir: c#, ruby, js e java.necessario experiencia com metodologias e praticas de testes (funcionais , nao funcionais, integrados, carga, stress).realizar a execucao de testes em sistemas cliente/servidor.experiencia no planejamento de testes e preparacao de roteiros e massas de testes de acordo com as funcionalidades desenvolvidas.saber usar simuladores/mocks.ser experiente em logica de programacao.experiencia profissional com metodos ageis, como scrum e kanban.pre-requisitos:superior completo em ti.conhecimento de conceitos de agile testing e antecipacao de testes.conhecimento de ambiente multiplataforma (windows, linux, ios , android, etc.).experiencia em banco de dados ms sql ou oracle.conhecimento em alguma plataforma de integracao continua.ingles tecnico ou superior.desejavel conhecimento em cucumber.desejavel certificacao na area de qualidade.local de trabalho:pinheiros - sao paulo (proximo as estacoes pinheiros e faria lima do metro).profissional:pj.","a mttechne é uma empresa especializada em gestão, construção de soluções e focada em desenvolvimento de projetos e eficiência operacional. posiciona-se no mercado com oferta de serviços e soluções de reconhecida qualidade, apoiada por um time de profissionais com larga experiência na indústria financeira, de serviços e meios de pagamentos. sua missão é construir e customizar soluções que contribuam com a expansão dos negócios e resultados de seus clientes.","mttechne gestao, solucoes em ti, operacoes e negocios ltda",,analista de automatizacao de testes,analista de negocios,-23.5506507,-46.6333824
1889,sao paulo,"responsabilidadespreparar o orcamento financeiro das linhas de negocios;estimar o custo com pessoal, producao em horas trabalhadas, receita estimada e outros kpis financeiros, utilizando as ferramentas globais da ey;preparar analises financeiras de acompanhamento dos resultados orcados para suporte aos lideres de negocios;garantir o cumprimento das politicas financeiras globais aplicaveis a gestao de projetos das linhas de negocio;interagir com outros departamentos de financas para auxiliar as linhas de negocio na solucao de problemas financeiros internos e externos.requisitosconhecimento de tecnicas para gestao financeira de projetos em empresas de servicos;conhecimento das rotinas orcamentarias, revisao analitica de resultado;dominio na preparacao e revisao de relatorios financeiros;fundamental conhecimento avancado em excel;necessario ingles avancado.ey esta comprometida com a diversidade e igualdade.","aey (ernst & young)é líder global em serviços de auditoria, impostos, transações corporativas e consultoria. em todo o mundo, nossos 260 mil colaboradores estão unidos por valores pautados pela ética e pelo compromisso constante com a qualidade. nosso diferencial consiste em ajudar nossos colaboradores, clientes e as comunidades com as quais interagimos a atingir todo o seu potencial, em um mundo cada vez mais integrado e competitivo. no brasil, a ey está presente em 12 cidades e conta com aproximadamente 5.000 profissionais que dão suporte e atendimento a mais de 3.400 clientes.",ey,,analista financeiro senior,analista de negocios,-23.5506507,-46.6333824
1890,sao paulo,"manutencao do relacionamento com os atuais parceiros pessoalmente e a distancia;participacao ativa nas iniciativas de seguranca junto ao usuario;buscar oportunidades de novas parcerias comerciais/ pontos privados para estacionamento de patinetes e bicicletas;negociacao de pontos estrategicos para estacionamento de patinetes;identificar melhorias nos pontos e sinalizar a equipe de operacao as adequacoes;auxiliar em atividades relacionadas ao comportamento do mercado e produtos da empresa;levantamentos de dados e informacoes sobre a concorrencia;auxiliar com informacoes, para subsidiar a gerencia na tomada de decisao;negociar com o cliente promocoes e parcerias para maior atracao do negocio e beneficios para ambos.",startup multinacional.,manpower staffing,,analista comercial jr,analista de negocios,-23.5506507,-46.6333824
1891,sao paulo,"principais responsabilidadesresponsavel por preparar o orcamento financeiro das linhas de negocios.estimar o custo com pessoal, producao em horas trabalhadas, receita estimada e outros kpis financeirospreparar analises financeiras de acompanhamento dos resultados orcados para suporte aos lideres.garantir o cumprimento das politicas financeiras globais aplicaveis a gestao de projetos das linhas de negocio.suporte financeiro aos lideres de projetos das linhas de negocio (carteira definida por linha de servico).interagir com outros departamentos de financas para auxiliar as linhas de negocio na solucao de problemas financeiros internos e externos.",,confidencial,,analista financeiro sr,analista de negocios,-23.5506507,-46.6333824
1892,sao paulo,"atividades:responsavel pelo mapeamento e analise de oportunidades de negocio/parcerias no mercado alinhadas ao planejamento estrategico;prospeccao e reunioes com clientes e fornecedores para discussao e fechamento de negocios;criacao e conducao de fluxos internos para execucao de processos de inovacao aberta;criacao e manutencao de ferramentas internas para execucao de processos de inovacao aberta;articulacao, atendimento e suporte operacional as unidades internas de negocio clientes.requisitos:ensino superior completo;ingles fluente;pacote office intermediario;familiaridade com metodologias de inovacao: agil, scrum, squads, design thinking, etc.;nocoes basicas de estrategia/negocios;vivencia em gestao de projetos/processos de inovacao sera considerado diferencial.local de trabalho:sao paulo/spbeneficios:assistencia medica e odontologica;vale refeicao;seguro de vida;previdencia privada;cooperativa de credito;academia;plr.","brf, uma das maiores empresas de alimentos do mundo espera por você!em uma grande empresa como a brf, muitas oportunidades de sucesso estão disponíveis para quem está preparado e com muita vontade de fazer acontecer. a brf acredita nas pessoas e na energia dos profissionais que desejam entregar o seu melhor para crescermos juntos.",brf,,analista de inovacao pleno,analista de negocios,-23.5506507,-46.6333824
1893,sao paulo,"definir e padronizar os processos de controle de desempenho locaisacompanhar planos de implantacao de melhorias identificados no projetoliderar a transferencia de melhores praticas entre as areas / regionaisbuscar melhores praticas e referencias de mercado para as principais alavancas de resultadoverificar a aderencia do real x orcado e tracar tendencias (rolling forecast) de cada uma das areas/negociosquestionar os resultados de cada uma das areas/negocios e aprovar as acoes corretivas para recuperar desvios de orcamentoliderar estudos referentes a marketing e vendas de precisao,desdobramento de metas, modelos de remuneracao variavel e pricing envolvendo as diversas areas.acompanhar e avaliar o desempenho de iniciativas ligadas a novos negocios e projetos, propondo ajustes e melhorias necessarias para atingimento dos resultados esperados",,confidencial,,analista de pricing,analista de negocios,-23.5506507,-46.6333824
1894,sao paulo,"principais atividades:cobranca ativa e receptiva;envio de notificacoes, inclusao e exclusao de clientes no serasa;calculos de distratos; negociacao de dividas;envio de arquivo remessa e retorno para o banco, emissao de boletos.renegociacao de parcelas vencidas, calculos de antecipacoes.requisitos:conhecimentos financeiros / matematica financeira;negociacao imobiliaria;conhecimento intermediario no pacote office;desejavel conhecimento no sistema mega;formacao superior em administracao ou areas correlatas.",,confidencial,,analista de cobranca,analista de negocios,-23.5506507,-46.6333824
1895,sao paulo,"objetivo:*         planejar, analisar, controlar, elaborar e realizar as atividades inerentes aos processos de administracao de planos, de acordo com a rede de valor da cia., visando o atendimento das solicitacoes dos clientes, o cumprimento dos prazos regulamentares, requisitos tecnicos e legais e regras de negocio, garantindo a qualidade das entregas e contribuindo para a satisfacao dos clientes.formacao:*         superior completo em  administracao, economia, direito ou areas afins*         desejavel pos-graduacao ou mba areas afins*         experiencia em previdencia privada*         desejavel ingles intermediarioconhecimentos e habilidades:*         legislacao previdenciaria*         dominio do pacote office: word, excel e power point*         habilidades em negociacao*         visao de processos e projetos*         visao estrategica*         matematica financeira*         nocoes atuariaisentendimento do negocio*         conhecimento do segmento de previdencia privada, legislacao, produtos, mercado e principais concorrentes.","com 25 anos de existência, a brasilprev seguros e previdência s.a. é líder e especialista no mercado de previdência complementar aberta. tem como acionistas a principal financial group, empresa americana líder global em gestão de investimentos financeiros, e a bb seguros, holding de seguros, capitalização e previdência privada do banco do brasil (bb).a companhia está sediada em são paulo e atende atualmente a uma carteira de mais de 1.9 milhão de clientes, administrando mais de r$ 240 bilhões em ativos sob gestão.o sucesso da brasilprev é resultado da competência, da experiência e do comprometimento da nossa equipe. nós estimulamos a cultura do alto desempenho e oferecemos oportunidades reais de desenvolvimento profissional.abaixo alguns reconhecimentos recentes concedidos à brasilprev:• entre 150 melhores empresa para trabalhar da revista você s/a, guia que já configuramos por 5 vezes.• reconhecida com o primeiro lugar no xix prêmio nacional de qualidade de vida realizado no ano de 2016. a iniciativa tem como responsável a associação brasileira de qualidade de vida.• ranqueada como uma das 20 empresas mais inovadoras do país, segundo iniciativa realizada pela a.t. kearney em parceria com a escola de engenharia de produção da usp e a superbid.se identificou? então venha trabalhar conosco!para mais informações e conhecer mais sobre o que fazemos, acesse: www.brasilprev.com.br",brasilprev,,analista de operacoes sr,analista de negocios,-23.5506507,-46.6333824
1896,sao paulo,"experiencia com recrutamento e selecao.conhecimento em workday.superior completo.excel intermediarioingles fluente / avancadoatividades a serem desempenhadas: gerenciar processos de recrutamento de ciclo completo; construir relacionamentos solidos com candidatos, gerentes de contratacao e parceiros de negocios; iniciar reunioes com gerentes de contratacao e parceiros de negocios; reunioes semanais com os parceiros de negocios para alinhamentos necessarios; comunicacao constante com os gerentes de contratacao para atualizacoes e acompanhamento de processos; orientar, entrevistar e avaliar os candidatos de maneira oportuna, sempre oferecendo uma experiencia positiva ao candidato; insumos de pesquisa de mercado para alinhar expectativas e remuneracao; network e manter relacionamentos com as principais comunidades de talentos para oportunidades ativas e passivas;salario + vale transporte, vale refeicao, assistencia medica, assistencia odontologica e seguro de vida.local de trabalho: vila cordeiro - sphorario de trabalho: segunda a sexta 9h as 18:30h.contrato temporario de 6 meses.",empresa multinacional de grande porte.,jobcenter,,analista de recrutamento senior,analista de negocios,-23.5506507,-46.6333824
1897,sao paulo,"descricao da area:o produto residencial e uma area de negocio que faz parte da superintendencia de ramos elementares, responsavel pela gestao dos seguros residenciais das marcas porto seguro e itau.a responsabilidade da area contempla desde a criacao de novos produtos e manutencao dos produtos atuais, ate definicao da estrategia de precos, acompanhamento de resultados e alinhamento com as demais operacoes/areas que apoiam a area de produto: atendimento, sac, emissao, aceitacao, sinistro, assistencia, projetos, tecnologia, juridico, ouvidoria, cobranca, area comercial.descricao da vagao papel deste profissional e acompanhar a concorrencia e influenciar o produto com insights do mercado, trazendo solucoes inovadoras e aderentes ao negocio, seja em relacao ao desenvolvimento de produtos, processos, atendimento ou qualquer outra vertente do negocio, despertando a equipe para um olhar provocativo e com foco para a evolucao e inovacao.pre-requisitos:superior completo preferencialmente em marketing, publicidade e propaganda, relacoes publicas, engenharia, administracao, psicologia;vivencia com pesquisa de mercado, concorrencia e clientes;conducao de projetos atraves de metodologias;conhecimentos avancados em pacote office (principalmente power point);excelente comunicacao, oral e escrita;diferenciais:pos-graduacao e/ou mba nas areas de interesse;bons conhecimentos do mercado segurador/concorrencia e mercados de outros segmentos;conduzir projetos respeitando metodologia adequada;experiencia em negocios, processos ou marketing.principais competencias:inovacao e realizacao, foco no cliente, capacidade critica, visao sistemica, curioso, criativo e influenciador.informacoes adicionais:local de trabalho - campos eliseos / spprincipais atividades:monitorar a concorrencia e outros mercados sob varios aspectos e pontos de vista;analisar, interpretar e expor dados/resultados com poder de sintese e objetividade;trazer influencias e tendencias e como poderia ser possivel transforma-las para a nossa realidade;identificar oportunidades de negocios e recomendacoes estrategicas;tocar projetos de inovacao;conduzir pesquisas com publicos de interesse;multiplicar o conhecimento, atualizar e influenciar a equipe;buscar e participar de feiras, congressos e eventos;buscar empresas, fornecedores e parceiros que oferecam solucoes estrategicas e alinhadas com o negocio;preparar relatorios, apresentacoes e materiais que se facam necessarios para dar suporte e embasamento ao trabalho;criar foruns e encontros estimulando a inovacao do grupo e o surgimento de novas oportunidades;manter atualizado material oficial sobre a concorrencia e comparativos com a porto.","desde 1945 a porto seguro atua no mercado de seguros, mas seu portfólio de produtos vai muito além de seguros e inclui previdência, consórcio, monitoramento, investimento, cartão de crédito e muito mais.",porto seguro seguros,,analista produto pleno,analista de negocios,-23.5506507,-46.6333824
1898,sao paulo,"profissional devera contribuir ativamente para reducao de overdue de toda a carteira de clientes e franqueados carol suportando a coordenacao com informacoes atualizadas, historico e previsoes de fechamento de modo a auxiliar a coordenacao, contribuindo desta forma, com mais eficiencia na previsao de forecast. alem de atuar ativamente no contas a receber, suportando time com a emissao de boletos, conciliacoes de pagamentos, prorrogacoes, abatimentos de rebates, aplicacoes de credito, contabilizacao de pdd e lancamento de acordos no sistema.atender clientes presencialmente para negociar dividas, respeitando sua alcada individual e superiores, obtendo dessa forma a reducao da inadimplencia.principais atividades:negociacoes diretas com alto valor de inadimplencia, visando sua recuperacao. cobranca ativa por telefone e e-mail e com alcada para reduzir encargosacompanhar a performance da equipe interna na obtencao das metas estabelecidas , assim como informar o coordenador de cobranca periodicamente sobre principais pontos de atencaoauxiliar o time com relacao a negociacoes, duvidas de processos e tomadas de decisoes, sempre visando o recebimentos o mais rapido possivelreunioes presenciais com clientes, com o intuito de efetivar negociacoes mais complexas de clientes com um montante significativo em atraso com o grupopre-requisitos:ensino superior completo em administracao, contabilidade ou areas correlatas;bom relacionamento interpessoal;bons conhecimentos em sistema sap;excel avancado;ingles intermediario;conhecimento de contabilidade.","luxottica group is a market leader in the design, manufacture and distribution of fashion, luxury, sports and performance eyewear.luxottica’s mission is multifold: to improve the well-being and satisfaction of its customers while simultaneously creating value for its 79,000 employees and the communities in which the group operates. the group is a vertically integrated organization, whose manufacturing of sun and prescription eyewear is backed by a wide-reaching wholesale and retail network.product design, development and manufacturing take place in luxottica’s 12 facilities around the world. the company has a strong and well-balanced brand portfolio that includes a number of proprietary brands, such as ray-ban and oakley, and licensed brands.",luxottica brazil,,analista de cobranca senior,analista de negocios,-23.5506507,-46.6333824
1899,sao paulo,"buscamos profissionais resilientes, organizados, com capacidade de negociacao e que tenham bom relacionamento com outras pessoas. sera responsavel pela interface entre os times criativos e as areas de negocio, gerindo as entregas e mensurando os resultados alcancados pelas iniciativas propostas.o que voce precisa terformacao completa em relacoes publicas ou publicidade e propagandavisao analiticaconhecimento intermediario em excelexperiencia com google analyticsja ter trabalhado com ferramentas de e-mail e/ou automacao de marketingser organizado e ja ter trabalhado com metodologia de processos (scrum, kanban)excelente relacionamento interpessoalser um profissional dinamico e resilientediferenciaisingles - leitura e escritavivencia no atendimento de agencias ou comcustomer successem empresas de tecnologialocal de trabalho:vila olimpia","b2w digitalé líder na américa latina e tem como propósito conectar pessoas, negócios, produtos e serviços em uma plataforma digital.a companhia possui as maiores e mais queridas marcas da internet (americanas.com, submarino, shoptime e sou barato) e uma operação de marketplace em rápido crescimento. a plataforma construída ao longo dos últimos anos permite que a b2w também ofereça serviços de tecnologia, logística, distribuição, atendimento ao cliente e pagamentos.ab2w digitalacredita que a diversidade contribui com diferentes visões de mundo e enriquece o trabalho. como companhia temos o compromisso de construir um ambiente cada vez mais diverso e inclusivo.todas as nossas vagas são abertas as pessoas com deficiência.",b2w,,analista de relacionamento,analista de negocios,-23.5506507,-46.6333824
1900,sao paulo,"ira ser responsavel por fazer o acompanhamento do time de vendas.principais atividades:1 - responsavel por gerar e analisar os relatorios gerenciais de venda;2 - reunioes de forcast e kpi's  para acompanhar o desenvolvimento  dos vendedores e identificar novos negocios;3 - sera interface do time de vendas e novos negocios;4 - ira reportar para o diretor financeiro e de vendas.requisitos necessarios:1 - vivencia no sistema sales force;2 - pacote office avancado;3 - ensino superior completo (administracao, economia, engenharia);4 - ingles intermediario.jornada e horario de trabalho: de segunda a sexta-feira das 08h as 17h.oportunidade temporaria.","adecco, líder mundial de soluções de rh, estamos presentes em 60 países, com mais de 5.500 filiais em que trabalham mais de 30.000 pessoas, em parceria com mais de 100.000 empresas clientes, distribuídas por todo o mundo, oferecemos uma ampla variedade de serviços voltados para recursos humanos.assessoramos importante empresa do segmento de tecnologia.",adecco,,analista de vendas,analista de negocios,-23.5506507,-46.6333824
1901,sao paulo,"atividades:* dar suporte ao vendedor, a gestao, ao customer service e outros departamentos, disponibilizando e organizando informacoes de mercado*  analisar estatisticas de mercado para identificar provaveis clientes, seguindo as estrategias da empresa.* enviar comunicados da empresa para conhecimento dos clientes* participar de reunioes com clientes para estreitar o relacionamento comercial* cotar e negociar fretes bem como as condicoes necessarias para efetivacao do negocio* confeccionar o relatorio de performance do departamentorequisitos:ingles avancado ou fluentepacote office avancadosolida experiencia na areasuperior completo em: administracao, ri, comercio exterior, economia e afins",empresa multinacional de grande porte no ramo de logística.,confidencial,,analista comercial senior,analista de negocios,-23.5506507,-46.6333824
1902,sao paulo,"garantir a consistencia da estrutura de precosapoio no desenvolvimento e implementacao de estrategias inovadoras de precosinteracao com agencia governamental (anvisa) para aprovacao de precosrepresentacao da amgen em reunioes com entidades do segmento farmaceutico (sindusfarma, entre outras)elaboracao de business cases para a area comercialinteracao com area de financas global para apresentacoes e negociacoes de descontosinteracao com outras areas de apoio ao negocio (bi, marketing, financas) para entendimento de tendencias de mercadoparticipacao em reunioes periodicas de budgetatuacao como ponto focal para vendas a respeito de precos.requisitos:formacao superior completaingles avancado para conversacaoconhecimento avancado de excel","a amgen é uma líder global em biotecnologia, pioneira no desenvolvimento de medicamentos de alta complexidade.",amgen,,analista de precos sr,analista de negocios,-23.5506507,-46.6333824
1903,sao paulo,"analista de timultinacional gestora de fundo de investimento imobiliario, contrata:analista de ti- responder a chamados de infraestrutura e sistemas;- atender todas as areas de negocios da empresa;- interacao com banco de dados.- ingles avancado",,de bernt,,analista de ti,analista de negocios,-23.5506507,-46.6333824
1904,sao paulo,"descricao:suporte comercial e acompanhamento e controle das rotinas de negociacao junto a novos fornecedores e fornecedores existentes bem como auxilio no preenchimento de documentos de controle de atividades internas ligadas a promocao de produtos, cadastro, precificacao, controle de estoque, vendas e margens.controle e atuacao sob as acoes promocionais de produto.acompanhamento e auxilio na construcao do plano anual de negocios assim como na tomada de decisoes do negocio junto ao gerente de categoria- gestao de categoriacontrole e atuacao nas demandas do processo de desenvolvimento de novos produtos como preenchimento de documentos, lancamento de informacoes no sistema, acompanhamento das etapas do processo de analises de qualidade, aprovacao de embalagens e validacao do produto final junto ao gerente de categoria.visita aos concorrentes.acompanhamento e definicao do briefing para desenvolvimento das embalagens de produtos de marca propria junto a equipe de embalagens e fornecedor bem como aprovacao da arte final junto ao gestor.requisitos:- ensino superior completo ate 2 anos.local de trabalho:sao paulo - sphorario de trabalho:de segunda a sexta, das 8:00 as 17:48","o grupo dia nasceu na espanha em 1979 e, por meio de um agressivo ritmo de expansão, hoje está presente em quatro países: espanha, argentina, brasil e portugal. com mais de 8.000 empregados no brasil e 43.000 no mundo, é a rede responsável por trazer um conceito inovador ao varejo brasileiro, otimizando custos e garantindo ao cliente proximidade e produtos de qualidade, aliados ao menor preço. é a única empresa do segmento a atuar com lojas próprias e franquias, sendo uma das redes que mais crescem no mundo. no brasil, contamos com 7 centros de distribuição e mais de 1.000 lojas nos estados de são paulo, rio grande do sul e minas gerais.pioneirismo é a marca registrada do dia, além de ser a primeira franqueadora supermercadista do brasil, também foi precursora na oferta de produtos de marca própria, que hoje é a 3ª marca mais vendida do brasil.trabalhar no dia brasil é viver um ambiente dinâmico, cheio de desafios e oportunidades. venha escrever uma trajetória de sucesso junto a uma das empresas que mais crescem no mundo e no país.",dia brasil,,analista comercial pleno,analista de negocios,-23.5506507,-46.6333824
1905,sao paulo,"experiencia em resseguros (qualquer area, negociacao, sinistro, prestacao de contas, recuperacao de resseguros, facultativos, etc)superior completo.excel intermediario.atividades a serem desempenhadas: avaliar, atraves de relatorios os resultados dos contratos de resseguro automaticos e facultativos; apoiar as areas tecnicas nas negociacoes de contratos facultativos, com objetivo de verificar clausulas e condicoes obrigatorias; verificar se os contratos de resseguros atendem as regras estabelecidas pelas circulares susep; elaborar junto a area de estatistica os perfis de risco de carteiras para renovacao dos contratos automaticos de resseguros; negociar com brokers e resseguradores melhores termos e condicoes para os contratos de resseguros automaticos, agendando reunioes e envolvendo as areas responsaveis; organizar, acompanhar e analisar todos os passos do cronograma de renovacao dos contratos automaticos, envolvendo a area tecnica, brokers e resseguradores; homologar todos os sistemas inerentes a area de resseguros em parceria com a ti; providenciar a cessao de premios de resseguro das apolices/endossos; enviar as solicitacoes de recuperacao aos brokers e resseguradores atraves de e-mail ou bordero; analisar detalhadamente, corrigir e informar todas as operacoes de cessao e recuperacao.salario + vale transporte, vale refeicao e seguro de vida.local de trabalho: paraiso - sphorario de trabalho: segunda a sexta das 08h15 as 17h30.contrato temporario de 3 meses, podendo ser prorrogado.",empresa multinacional de grande porte.,jobcenter,,analista de resseguros senior,analista de negocios,-23.5506507,-46.6333824
